4002,202003,1.59E+12,
12388,202003,1.59E+12,
3968,201712,1.51E+12,
10002,202003,1.59E+12,Incomplete
5498,201712,1.51E+12,
414,201711,1.51E+12,
11675,202003,1.59E+12,
12475,202003,1.59E+12,
11021,202002,1.58E+12,
4257,201712,1.51E+12,
10057,202003,1.59E+12,
12269,202003,1.59E+12,
10702,202002,1.58E+12,
3837,201712,1.51E+12,
11023,202002,1.58E+12,
3867,201712,1.51E+12,
12195,202003,1.59E+12,
11258,202003,1.59E+12,
4675,202003,1.59E+12,
11706,202003,1.59E+12,
2630,201712,1.51E+12,
10296,202003,1.59E+12,
12161,202003,1.59E+12,
322,202003,1.59E+12,
12187,202003,1.59E+12,
505,202003,1.59E+12,
590,202003,1.59E+12,
11451,202002,1.58E+12,
13182,202003,1.59E+12,
2534,201712,1.51E+12,
470,202003,1.59E+12,
12105,202003,1.59E+12,
4054,202003,1.59E+12,
14061,202003,1.59E+12,
4225,201712,1.51E+12,
10409,202002,1.58E+12,
5782,201711,1.51E+12,
11928,202003,1.59E+12,
5182,201712,1.51E+12,
11414,202002,1.58E+12,
10862,202002,1.58E+12,
2109,201712,1.51E+12,
13192,202003,1.59E+12,
13093,202003,1.59E+12,
12394,202003,1.59E+12,
1706,201712,1.51E+12,
10551,202002,1.58E+12,
10505,202002,1.58E+12,
4101,202003,1.59E+12,
10203,202002,1.58E+12,
4757,201712,1.51E+12,
4241,201711,1.51E+12,
14027,202003,1.59E+12,
4697,201712,1.51E+12,
13201,202003,1.59E+12,
10620,202002,1.58E+12,
11745,202003,1.59E+12,
12969,202003,1.59E+12,
7950,202003,1.59E+12,
5328,202003,1.59E+12,
13825,202003,1.59E+12,
2458,201712,1.51E+12,
3502,201712,1.51E+12,
1281,202002,1.58E+12,
12421,202003,1.59E+12,
6382,201711,1.51E+12,
4715,201712,1.51E+12,
6363,201712,1.51E+12,
3851,201712,1.51E+12,
2203,201709,1.51E+12,
11473,202002,1.58E+12,
4792,201712,1.51E+12,
10717,202002,1.58E+12,
12994,202003,1.59E+12,
4485,201712,1.51E+12,
8621,201712,1.51E+12,
706,202003,1.59E+12,
3813,201712,1.51E+12,
9862,202003,1.58E+12,
2150,201712,1.51E+12,
4253,201712,1.51E+12,
3729,202003,1.59E+12,
3664,202003,1.59E+12,
4720,201712,1.51E+12,
11257,202003,1.59E+12,
4301,201712,1.51E+12,
11750,202003,1.59E+12,
10049,202003,1.59E+12,
3586,201711,1.51E+12,
908,201712,1.51E+12,
17127,202003,1.59E+12,
3482,201712,1.51E+12,
4078,201712,1.51E+12,
3713,201712,1.51E+12,
10830,202002,1.58E+12,
13299,202003,1.59E+12,
11885,202003,1.59E+12,
4272,201712,1.51E+12,
13280,202002,1.58E+12,
12534,202003,1.59E+12,
3528,201711,1.51E+12,
8514,202003,1.59E+12,
3514,202003,1.59E+12,
5275,201712,1.51E+12,
10808,202002,1.58E+12,
4452,201712,1.51E+12,
12209,202003,1.59E+12,
13077,202003,1.59E+12,
3796,201712,1.51E+12,
9963,202003,1.59E+12,
11588,202003,1.59E+12,
13212,202003,1.59E+12,
2082,202003,1.59E+12,
10515,202002,1.58E+12,
12176,202003,1.59E+12,
127,202003,1.59E+12,
10753,202002,1.58E+12,
12375,202003,1.59E+12,
4183,201712,1.51E+12,
14040,202003,1.59E+12,
13020,202003,1.59E+12,
10245,202002,1.58E+12,
2973,201712,1.51E+12,
3793,201712,1.51E+12,
9007,202003,1.59E+12,
2231,201712,1.51E+12,
4343,201711,1.51E+12,
10960,202002,1.58E+12,
11124,202003,1.59E+12,
934,201712,1.51E+12,
3762,201712,1.51E+12,
2530,202003,1.59E+12,
1005,201712,1.51E+12,
12056,202003,1.59E+12,
12488,202003,1.59E+12,
1380,201712,1.51E+12,
19199,202003,1.58E+12,
9995,202003,1.59E+12,
4572,202003,1.59E+12,
4704,201712,1.51E+12,
11517,202003,1.59E+12,
4666,201712,1.51E+12,
4039,202003,1.59E+12,
3044,201608,1.47E+12,
10241,202002,1.58E+12,
4112,202003,1.59E+12,
4714,201712,1.51E+12,
4764,202003,1.59E+12,
4778,201712,1.51E+12,
9984,202003,1.59E+12,
11172,202002,1.58E+12,
13343,201911,1.57E+12,
10998,202002,1.58E+12,
3081,201610,1.48E+12,
11936,202003,1.59E+12,
11751,202003,1.59E+12,
1675,201712,1.51E+12,
4144,201712,1.51E+12,
12077,202003,1.59E+12,
2854,201712,1.51E+12,
12089,202003,1.59E+12,
3774,202003,1.59E+12,
8543,201711,1.51E+12,
205,202003,1.59E+12,
13224,202003,1.59E+12,
10331,202003,1.59E+12,
4307,201711,1.51E+12,
1887,201712,1.51E+12,
4865,201808,1.53E+12,
10416,202002,1.58E+12,
13161,202003,1.59E+12,
12405,202003,1.59E+12,
11367,202003,1.59E+12,
5053,201712,1.51E+12,
4189,201712,1.51E+12,
548,202003,1.59E+12,
12809,202003,1.59E+12,
9884,202003,1.59E+12,
11403,202003,1.59E+12,
2025,201712,1.51E+12,
11325,202003,1.59E+12,
1645,202003,1.59E+12,
13625,202003,1.59E+12,
3924,202003,1.59E+12,
1789,201712,1.51E+12,
12004,202003,1.59E+12,
2343,201702,1.49E+12,
11662,202003,1.59E+12,
13635,202003,1.59E+12,
2573,201609,1.47E+12,
13576,202003,1.59E+12,
4466,201712,1.51E+12,
3978,201712,1.51E+12,
10009,202003,1.59E+12,
1933,201712,1.51E+12,
3523,201712,1.51E+12,
3670,201712,1.51E+12,
4510,201712,1.51E+12,
4889,201712,1.51E+12,
12066,202003,1.59E+12,
2215,201712,1.51E+12,
103,202003,1.59E+12,
2478,201712,1.51E+12,
4828,201712,1.51E+12,
4041,201711,1.51E+12,
10648,202002,1.58E+12,
13780,202003,1.59E+12,
8368,201705,1.50E+12,
435,202003,1.59E+12,
3593,201712,1.51E+12,
4044,201711,1.51E+12,
11075,202003,1.59E+12,
10081,202003,1.59E+12,
2283,201712,1.51E+12,
4774,202003,1.59E+12,
711,202003,1.59E+12,
9903,202003,1.59E+12,
5453,201609,1.47E+12,
4826,201712,1.51E+12,
3522,201711,1.51E+12,
10043,202003,1.59E+12,
10022,202003,1.59E+12,
13584,202003,1.59E+12,
926,201712,1.51E+12,
2516,201712,1.51E+12,
4432,202003,1.59E+12,
12255,202003,1.59E+12,
10873,202002,1.58E+12,
4552,201712,1.51E+12,
3513,201711,1.51E+12,
13691,202003,1.59E+12,
4320,201711,1.51E+12,
10223,202002,1.58E+12,
14023,202003,1.59E+12,
12116,202003,1.59E+12,
4776,202003,1.59E+12,
11450,202002,1.58E+12,
13308,201911,1.57E+12,
6051,202003,1.59E+12,
2241,201703,1.49E+12,
3454,201712,1.51E+12,
1875,201712,1.51E+12,
3597,202003,1.59E+12,
3241,201712,1.51E+12,
3621,201712,1.51E+12,
301,202003,1.59E+12,
11225,202002,1.58E+12,
10003,202003,1.59E+12,
4187,201909,1.57E+12,
5366,202003,1.59E+12,
10661,202002,1.58E+12,
3787,201712,1.51E+12,
1668,202003,1.59E+12,
2785,202003,1.59E+12,
9921,202003,1.59E+12,
11443,202002,1.58E+12,
13120,202003,1.59E+12,
12142,202003,1.59E+12,
3143,201712,1.51E+12,
10614,202002,1.58E+12,
6141,202003,1.59E+12,
12324,201905,1.56E+12,
10216,202002,1.58E+12,
261,202003,1.59E+12,
3817,201712,1.51E+12,
2783,202003,1.59E+12,
13123,202003,1.59E+12,
1826,202003,1.59E+12,
12041,202003,1.59E+12,
3466,201711,1.51E+12,
11526,202003,1.59E+12,
13181,202003,1.59E+12,
11689,202003,1.58E+12,
1877,201712,1.51E+12,
12126,202003,1.59E+12,
13209,202003,1.59E+12,
5135,202003,1.59E+12,
12803,202003,1.59E+12,
3737,201712,1.51E+12,
1824,202003,1.59E+12,
12167,202003,1.59E+12,
16799,202003,1.58E+12,
10062,202003,1.59E+12,
3588,202003,1.59E+12,
15919,202003,1.58E+12,
1555,202001,1.58E+12,
13966,202003,1.59E+12,
12419,202003,1.59E+12,
4356,201712,1.51E+12,
3521,202003,1.59E+12,
13606,202003,1.59E+12,
3795,202003,1.59E+12,
7623,201609,1.47E+12,
9966,202003,1.59E+12,
610,201712,1.51E+12,
1746,201712,1.51E+12,
2752,201712,1.51E+12,
10705,202002,1.58E+12,
10624,202002,1.58E+12,
10860,202002,1.58E+12,
3942,201712,1.51E+12,
3635,201712,1.51E+12,
10894,202002,1.58E+12,
11400,202003,1.59E+12,
11852,202003,1.59E+12,
10585,202002,1.58E+12,
9988,202003,1.59E+12,
10320,202003,1.59E+12,
4210,201711,1.51E+12,
3198,201704,1.49E+12,
3965,202003,1.59E+12,
11336,202003,1.59E+12,
3011,202003,1.59E+12,
12495,202003,1.59E+12,
13612,202003,1.59E+12,
13128,202003,1.59E+12,
9892,202003,1.59E+12,
2277,201712,1.51E+12,
5321,202003,1.59E+12,
13315,201911,1.57E+12,
2658,201702,1.49E+12,
2104,202003,1.59E+12,
10104,202003,1.59E+12,
5390,201712,1.51E+12,
167,202003,1.59E+12,
2938,202003,1.59E+12,
5077,202003,1.59E+12,
10564,202002,1.58E+12,
4312,202003,1.59E+12,
4630,202003,1.59E+12,
15074,202003,1.59E+12,
11428,202002,1.58E+12,
3591,201712,1.51E+12,
2755,201704,1.49E+12,
13055,202003,1.59E+12,
10555,202002,1.58E+12,
12070,202003,1.59E+12,
13721,202003,1.59E+12,
2798,201712,1.51E+12,
73,201712,1.51E+12,
1705,201712,1.51E+12,
11657,202003,1.59E+12,
13289,202003,1.59E+12,
12152,202003,1.59E+12,
7286,202003,1.59E+12,
5305,202003,1.59E+12,
397,202003,1.59E+12,
10697,202002,1.58E+12,
3128,201712,1.51E+12,
1563,201712,1.51E+12,
4125,202003,1.59E+12,
11834,202003,1.59E+12,
168,202003,1.59E+12,
5562,201712,1.51E+12,
4300,201909,1.57E+12,
4358,201712,1.51E+12,
142,202003,1.59E+12,
1937,201708,1.50E+12,
10683,202002,1.58E+12,
12065,202003,1.59E+12,
2441,202003,1.59E+12,
